frp,latitude,longitude,county,local_date,daynight,temp,tmin,tmax,rhum,prcp,wspd,pres,elevation,slope,aspect,fuel_model,fuel_class,years_since_last_burn,log_frp
84.8,39.9522,-121.3703,Plumas,2021-07-16,N,18.3,7.0,29.0,30.0,0.0,8.5,1019.2,1322.0,28.0,235.0,181.0,Timber Litter,13.0,1.9283959034706828
111.8,39.954,-121.3758,Plumas,2021-07-16,N,18.3,7.0,29.0,30.0,0.0,8.5,1019.2,1351.0,25.0,54.0,161.0,Timber-Understory,13.0,2.048441842396063
51.1,39.9202,-121.3377,Plumas,2021-07-16,N,18.3,7.0,29.0,30.0,0.0,8.5,1019.2,1315.0,30.0,129.0,122.0,Grass-Shrub,13.0,1.7084209851238399
68.3,39.9647,-121.3598,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1723.0,9.0,215.0,121.0,Grass-Shrub,13.0,1.8344207672678357
551.6,39.9922,-121.3213,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1858.0,4.0,83.0,121.0,Grass-Shrub,21.0,2.741624265377171
50.1,39.9819,-121.3239,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1688.0,8.0,43.0,101.0,Grass,21.0,1.6998378125527625
246.7,39.9907,-121.3072,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1645.0,32.0,8.0,181.0,Timber Litter,21.0,2.39216916709389
75.6,39.9614,-121.3284,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1782.0,21.0,289.0,161.0,Timber-Understory,21.0,1.8785218529475627
62.1,39.9498,-121.3181,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1090.0,34.0,199.0,182.0,Timber Litter,13.0,1.7930916701112738
98.8,39.9512,-121.3315,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1443.0,30.0,128.0,101.0,Grass,21.0,1.9947569885445573
16.5,39.9191,-121.3258,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,716.0,34.0,128.0,101.0,Grass,13.0,1.2174842074226033
25.2,39.96,-121.3149,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1345.0,37.0,173.0,99.0,Nonburnable,13.0,1.4014007131205901
32.0,39.9237,-121.3301,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1062.0,31.0,129.0,101.0,Grass,13.0,1.5051501140369103
23.3,40.0042,-121.3351,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1904.0,4.0,0.0,122.0,Grass-Shrub,21.0,1.3673561074184606
61.4,40.0025,-121.3196,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1832.0,34.0,278.0,181.0,Timber Litter,21.0,1.7881684418731623
37.3,40.0009,-121.3048,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1875.0,33.0,108.0,99.0,Nonburnable,21.0,1.571708948241509
34.5,39.9137,-121.3338,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,876.0,32.0,117.0,122.0,Grass-Shrub,13.0,1.5378192209557144
75.0,39.9836,-121.3392,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1844.0,10.0,17.0,122.0,Grass-Shrub,21.0,1.875061321297627
192.6,39.9955,-121.3526,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1951.0,16.0,300.0,121.0,Grass-Shrub,50.0,2.2846563053375535
455.2,39.9939,-121.337,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1860.0,13.0,132.0,121.0,Grass-Shrub,21.0,2.6582022629277544
17.4,39.9152,-121.3479,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1081.0,27.0,160.0,181.0,Timber Litter,13.0,1.2405494978770577
29.7,39.9204,-121.3389,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1369.0,28.0,158.0,99.0,Nonburnable,13.0,1.472756595544286
138.0,39.9545,-121.3626,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1555.0,12.0,259.0,142.0,Shrub,13.0,2.13987911787185
21.1,39.9287,-121.3758,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1343.0,23.0,250.0,122.0,Grass-Shrub,13.0,1.3242826611244125
18.1,39.9252,-121.3854,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1317.0,5.0,39.0,186.0,Timber Litter,13.0,1.2576788148108209
33.8,39.9803,-121.304,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1593.0,25.0,146.0,122.0,Grass-Shrub,13.0,1.5289168287671273
108.7,39.9707,-121.3623,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1755.0,25.0,287.0,186.0,Timber Litter,13.0,2.036229584039787
55.8,39.9567,-121.3387,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1635.0,14.0,197.0,121.0,Grass-Shrub,13.0,1.746634276768124
324.3,39.9827,-121.3181,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1804.0,28.0,244.0,161.0,Timber-Understory,21.0,2.5109469620647236
54.5,39.9779,-121.3473,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1954.0,6.0,202.0,101.0,Grass,13.0,1.736396581963696
400.2,39.9873,-121.3446,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1854.0,5.0,92.0,121.0,Grass-Shrub,21.0,2.6022770951521284
1420.3,39.9967,-121.3422,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1943.0,4.0,53.0,101.0,Grass,21.0,3.1523800901053685
117.3,39.985,-121.3312,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1742.0,1.0,-1.0,181.0,Timber Litter,21.0,2.06929804913978
362.0,39.9921,-121.3156,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1874.0,29.0,100.0,122.0,Grass-Shrub,21.0,2.5587085825302505
551.7,39.9944,-121.329,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1932.0,10.0,212.0,121.0,Grass-Shrub,21.0,2.741702991829672
487.3,39.9543,-121.3246,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1481.0,29.0,134.0,101.0,Grass,21.0,2.6877964202935556
73.4,39.9732,-121.3201,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1694.0,9.0,121.0,122.0,Grass-Shrub,21.0,1.865696119084252
79.6,39.9463,-121.3609,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1421.0,29.0,234.0,122.0,Grass-Shrub,13.0,1.900913122297274
104.0,39.9447,-121.3261,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1120.0,26.0,189.0,99.0,Nonburnable,13.0,2.017033381057863
46.6,39.9417,-121.3344,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1434.0,31.0,95.0,102.0,Grass,13.0,1.6683860098862309
179.3,39.9989,-121.3551,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1919.0,8.0,217.0,142.0,Shrub,50.0,2.2535803137838486
25.3,40.0083,-121.3522,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1820.0,0.0,-1.0,98.0,Nonburnable,50.0,1.403120692833682
264.5,40.006,-121.3393,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1890.0,3.0,139.0,121.0,Grass-Shrub,21.0,2.422425692790655
266.8,40.0038,-121.3261,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1824.0,3.0,26.0,183.0,Timber Litter,21.0,2.426185841522415
305.0,40.0015,-121.313,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1887.0,14.0,211.0,183.0,Timber Litter,21.0,2.484299853585949
109.7,39.9485,-121.3738,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1319.0,40.0,124.0,122.0,Grass-Shrub,13.0,2.0402066671639965
217.6,39.9518,-121.3666,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1452.0,21.0,257.0,101.0,Grass,13.0,2.337658910984528
69.3,39.9613,-121.3646,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1659.0,11.0,177.0,121.0,Grass-Shrub,13.0,1.8407332972805586
323.0,39.9391,-121.3763,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1394.0,11.0,117.0,101.0,Grass,13.0,2.5092025357767525
67.9,39.9368,-121.3627,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1118.0,22.0,76.0,186.0,Timber Litter,13.0,1.8318698382413927
13.2,40.0058,-120.2281,Plumas,2021-07-17,D,23.2,11.0,34.0,22.0,0.0,10.4,1019.0,1814.0,4.0,62.0,186.0,Timber Litter,3.0,1.1205742602166964
60.5,39.9133,-121.3407,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,980.0,39.0,163.0,122.0,Grass-Shrub,13.0,1.781755446436675
32.8,39.9297,-121.379,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1305.0,17.0,52.0,186.0,Timber Litter,13.0,1.5158739761185132
122.4,39.9474,-121.362,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1430.0,15.0,141.0,186.0,Timber Litter,13.0,2.0877814532911163
118.8,39.9709,-121.3504,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1801.0,10.0,224.0,101.0,Grass,13.0,2.074816477201948
115.1,40.0013,-121.3594,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1886.0,6.0,297.0,101.0,Grass,50.0,2.061075361361717
49.5,39.9894,-121.3084,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1741.0,19.0,32.0,101.0,Grass,21.0,1.694605286669819
58.2,39.9996,-121.3106,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1853.0,17.0,161.0,122.0,Grass-Shrub,21.0,1.764923059270927
110.3,40.0068,-121.3292,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1851.0,31.0,12.0,99.0,Nonburnable,21.0,2.0425755518141218
287.0,40.0041,-121.3438,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1976.0,12.0,27.0,121.0,Grass-Shrub,21.0,2.457881911866204
84.9,39.9132,-121.3341,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,862.0,28.0,143.0,122.0,Grass-Shrub,13.0,1.928907741397599
120.4,39.9792,-121.3059,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1587.0,24.0,120.0,121.0,Grass-Shrub,13.0,2.0806265229927745
375.2,39.9428,-121.3294,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1161.0,29.0,65.0,102.0,Grass,5.0,2.5742628412820396
152.0,39.9532,-121.3307,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1526.0,32.0,144.0,101.0,Grass,21.0,2.181843616516777
50.7,39.9662,-121.3183,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1636.0,40.0,53.0,121.0,Grass-Shrub,21.0,1.7050080449929887
41.1,39.9636,-121.3325,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1638.0,22.0,142.0,101.0,Grass,13.0,1.6138419275438136
1229.3,39.9765,-121.3203,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1681.0,15.0,259.0,161.0,Timber-Understory,21.0,3.089657885154389
177.8,39.9738,-121.3352,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1741.0,10.0,159.0,186.0,Timber Litter,21.0,2.2499317810602055
1503.5,39.9969,-121.3253,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1931.0,8.0,194.0,121.0,Grass-Shrub,21.0,3.177103435325093
480.2,39.9867,-121.3228,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1788.0,32.0,205.0,181.0,Timber Litter,21.0,2.6814221647650416
334.2,39.9912,-121.3563,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1917.0,10.0,259.0,122.0,Grass-Shrub,50.0,2.5240064585524196
708.8,39.9839,-121.338,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1824.0,9.0,89.0,121.0,Grass-Shrub,21.0,2.8505237150061737
1721.1,39.994,-121.3407,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1863.0,11.0,169.0,122.0,Grass-Shrub,21.0,3.2358061071254576
475.9,39.981,-121.3535,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1797.0,1.0,-1.0,121.0,Grass-Shrub,50.0,2.677515713924508
49.0,39.9547,-121.3802,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1487.0,21.0,72.0,161.0,Timber-Understory,13.0,1.6901961686600315
118.4,39.9678,-121.3672,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1558.0,30.0,277.0,181.0,Timber Litter,13.0,2.0733517390671765
24.3,39.9283,-121.3678,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1285.0,21.0,3.0,186.0,Timber Litter,13.0,1.3856064523202845
263.0,39.9416,-121.3928,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1386.0,11.0,183.0,165.0,Timber-Understory,76.0,2.4199557650028556
1946.9,39.9444,-121.3777,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1416.0,29.0,69.0,121.0,Grass-Shrub,13.0,3.289343647349332
45.1,39.9576,-121.3642,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1614.0,11.0,95.0,161.0,Timber-Understory,13.0,1.6541766381738439
39.6,39.9213,-121.3868,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1357.0,12.0,312.0,165.0,Timber-Understory,13.0,1.5976952955958221
34.4,39.9241,-121.3716,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1469.0,11.0,28.0,102.0,Grass,13.0,1.5365585688199077
65.2,39.9256,-121.3829,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1342.0,16.0,13.0,186.0,Timber Litter,13.0,1.8142476623414983
30.5,39.9313,-121.3902,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1300.0,8.0,101.0,165.0,Timber-Understory,50.0,1.484299981738396
405.5,39.9342,-121.375,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1262.0,24.0,135.0,186.0,Timber Litter,13.0,2.607990869257273
66.4,39.9002,-121.3462,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,767.0,39.0,317.0,188.0,Timber Litter,1.0,1.822168144773808
14.9,40.007,-120.2326,Plumas,2021-07-17,D,23.2,11.0,34.0,22.0,0.0,10.4,1019.0,1865.0,19.0,69.0,186.0,Timber Litter,85.0,1.1731865598849829
61.9,39.934,-121.337,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1411.0,33.0,82.0,99.0,Nonburnable,5.0,1.7916907191807718
79.4,39.9105,-121.3488,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,832.0,40.0,135.0,122.0,Grass-Shrub,13.0,1.899820557124131
52.9,39.9401,-121.3436,Plumas,2021-07-17,D,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1390.0,25.0,167.0,161.0,Timber-Understory,13.0,1.7234557541324336
161.2,39.9741,-121.3172,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1698.0,32.0,204.0,99.0,Nonburnable,21.0,2.207365064410416
105.8,39.9789,-121.3594,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1748.0,6.0,352.0,181.0,Timber Litter,50.0,2.0244857087477928
91.0,39.9883,-121.3616,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1826.0,7.0,266.0,101.0,Grass,50.0,1.9590414400457594
133.4,39.9948,-121.3426,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1923.0,14.0,180.0,101.0,Grass,21.0,2.1251558621363373
49.5,39.9933,-121.3558,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1934.0,6.0,256.0,182.0,Timber Litter,50.0,1.694605286669819
139.2,39.9898,-121.3486,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1936.0,20.0,126.0,99.0,Nonburnable,50.0,2.1436392664738584
51.0,39.9758,-121.303,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1498.0,17.0,84.0,101.0,Grass,13.0,1.7075702612537087
38.9,40.0075,-121.3173,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1728.0,6.0,56.0,101.0,Grass,9.0,1.589949712969519
112.8,40.0059,-121.3309,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1900.0,7.0,345.0,122.0,Grass-Shrub,21.0,2.0523091381486056
89.9,40.0043,-121.3446,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1979.0,13.0,13.0,122.0,Grass-Shrub,21.0,1.9537597400418447
8.9,39.9631,-121.3287,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1737.0,36.0,287.0,161.0,Timber-Understory,21.0,0.9493904946159666
24.0,39.9129,-121.3423,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,985.0,30.0,166.0,101.0,Grass,13.0,1.3802114226676025
102.1,39.9145,-121.3282,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,618.0,37.0,115.0,122.0,Grass-Shrub,13.0,2.0090257846230966
64.1,39.9648,-121.3142,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1424.0,33.0,95.0,181.0,Timber Litter,21.0,1.8068580972714614
34.8,39.9537,-121.3257,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1458.0,34.0,229.0,101.0,Grass,21.0,1.541579368743828
22.9,39.9555,-121.3108,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,997.0,31.0,214.0,99.0,Nonburnable,13.0,1.359835671988092
106.5,39.9444,-121.322,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1017.0,36.0,159.0,122.0,Grass-Shrub,13.0,2.0273496485535794
43.6,39.9804,-121.3466,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1930.0,19.0,87.0,181.0,Timber Litter,21.0,1.6394865888774008
305.0,39.9964,-121.3293,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1954.0,7.0,179.0,122.0,Grass-Shrub,21.0,2.484299853585949
22.9,39.9836,-121.3197,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1742.0,22.0,249.0,186.0,Timber Litter,21.0,1.359835671988092
70.7,39.982,-121.3331,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1779.0,22.0,38.0,121.0,Grass-Shrub,21.0,1.849419475224686
126.8,39.993,-121.3221,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1864.0,9.0,89.0,121.0,Grass-Shrub,21.0,2.103119287796066
19.0,39.9461,-121.3076,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,644.0,33.0,92.0,101.0,Grass,13.0,1.278753829528812
44.9,39.9979,-121.3159,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1886.0,7.0,4.0,161.0,Timber-Understory,21.0,1.6522464377281414
259.6,39.9914,-121.3352,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1833.0,7.0,194.0,101.0,Grass,21.0,2.414304704857703
24.1,39.9459,-121.392,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1463.0,12.0,175.0,102.0,Grass,76.0,1.3820172227800103
56.0,39.9238,-121.3319,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1155.0,32.0,116.0,101.0,Grass,13.0,1.7481881045587795
84.1,39.9475,-121.3785,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1430.0,22.0,99.0,161.0,Timber-Understory,13.0,1.9247960474381567
326.2,39.9569,-121.3809,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1511.0,28.0,67.0,161.0,Timber-Understory,13.0,2.5134839700180054
77.9,39.9773,-121.3722,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1753.0,8.0,149.0,121.0,Grass-Shrub,50.0,1.8915375134228154
70.6,39.9553,-121.3945,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1613.0,20.0,118.0,165.0,Timber-Understory,76.0,1.8488047625665984
39.1,39.9679,-121.3698,Plumas,2021-07-17,N,19.0,6.0,30.0,27.0,0.0,10.1,1020.5,1498.0,8.0,173.0,161.0,Timber-Understory,50.0,1.5921768684686102
19.5,39.9266,-121.3078,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,806.0,30.0,321.0,186.0,Timber Litter,22.0,1.2900348340775798
29.2,39.9174,-121.3227,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,543.0,12.0,156.0,91.0,Nonburnable,50.0,1.4653830001793797
34.8,39.9306,-121.3278,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1013.0,26.0,101.0,101.0,Grass,13.0,1.541579368743828
34.3,39.9195,-121.3308,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,979.0,34.0,139.0,122.0,Grass-Shrub,13.0,1.535294246659219
37.1,39.9815,-121.3504,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1863.0,11.0,201.0,181.0,Timber Litter,50.0,1.5693740266755374
51.1,40.0035,-121.3437,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1990.0,10.0,34.0,121.0,Grass-Shrub,21.0,1.7084209851238399
144.9,39.9998,-121.3252,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1976.0,2.0,-1.0,122.0,Grass-Shrub,21.0,2.1610684154431876
18.8,39.9155,-121.3105,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,639.0,7.0,249.0,181.0,Timber Litter,22.0,1.2741580802713215
69.3,39.9285,-121.3195,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,694.0,29.0,78.0,101.0,Grass,13.0,1.8407332972805586
23.0,39.9518,-121.3762,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1379.0,20.0,99.0,101.0,Grass,13.0,1.3617280248412396
30.6,39.9739,-121.3706,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1633.0,18.0,113.0,181.0,Timber Litter,50.0,1.4857215684078582
26.3,39.9628,-121.3733,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1403.0,7.0,203.0,186.0,Timber Litter,50.0,1.4199559136207083
120.8,39.9847,-121.3079,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1780.0,30.0,52.0,142.0,Shrub,21.0,2.0820669702366414
174.6,39.9507,-121.3136,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1078.0,29.0,129.0,101.0,Grass,13.0,2.2420442642432317
72.4,39.9735,-121.3103,Plumas,2021-07-18,N,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1496.0,28.0,107.0,101.0,Grass,13.0,1.8597386261825686
161.5,39.9582,-121.3495,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1682.0,3.0,17.0,161.0,Timber-Understory,13.0,2.2081725535584202
106.1,39.9733,-121.3455,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1892.0,13.0,163.0,142.0,Shrub,13.0,2.0257154248339004
113.5,39.9885,-121.3428,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1838.0,11.0,102.0,121.0,Grass-Shrub,21.0,2.0549958997929707
94.0,40.0006,-121.3333,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1958.0,6.0,292.0,181.0,Timber Litter,21.0,1.973127899801237
614.1,39.9262,-121.3254,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1058.0,34.0,76.0,101.0,Grass,13.0,2.7882391044542163
132.9,39.9854,-121.3358,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1787.0,27.0,55.0,161.0,Timber-Understory,21.0,2.1235250136210215
136.2,39.9754,-121.385,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1621.0,9.0,53.0,121.0,Grass-Shrub,50.0,2.134177139463291
168.6,39.9721,-121.3776,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1522.0,6.0,144.0,186.0,Timber Litter,50.0,2.226857596047589
1480.9,39.9569,-121.3804,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1482.0,23.0,69.0,184.0,Timber Litter,13.0,3.170525736055821
1387.2,39.9602,-121.3875,Plumas,2021-07-18,D,19.5,6.0,31.0,30.0,0.0,7.3,1022.8,1671.0,14.0,66.0,121.0,Grass-Shrub,13.0,3.142139083262862
